test_id,version,model,used_retrieval,question,true_queue,true_type,true_priority,expected_source,retrieved_vote_source,top_retrieved_source,retrieval_hit_topk,generated_answer,response_time_s,answer_chars,pred_queue,pred_queue_raw,queue_valid,pred_type,pred_priority,citations
T37,V1_rag_open,llama3.2:3b,1,"Brand Growth Services Inquiry. Hello customer support, I am writing to seek information about the digital strategies your company provides for enhancing brand growth. Could you kindly furnish me with detailed information on these services and their potential benefits for business expansion? I would greatly appreciate any specifics you can offer. I eagerly await your response and am hopeful for a productive conversation. Thank you for your support.",Sales and Pre-Sales,Request,medium,DOC-008,DOC-002,DOC-002,1,"Queue: Customer Service
Type: Request
Priority: medium
Citations: DOC-002, DOC-008
Draft response: Dear [Name], thank you for your interest in our brand growth services. We offer customized digital strategies, including social media marketing, content creation, and search engine optimization, to help businesses grow. We would be happy to provide more details and share case studies from previous clients.",1.77,406,Customer Service,Customer Service,1,Request,medium,"DOC-002, DOC-008"
T38,V1_rag_open,llama3.2:3b,1,Integration of Analytics Tools with RapidMiner for Investment Optimization. Could you please advise on the analytics tools that integrate with RapidMiner for the purpose of investment optimization?,Sales and Pre-Sales,Request,medium,DOC-008,DOC-007,DOC-007,0,"Queue: Returns and Exchanges
Type: Request
Priority: low
Citations: DOC-007
Draft response: We will reach out to provide information on the analytics tools that integrate with RapidMiner for investment optimization. Please allow a few days for our response.",1.34,257,Returns and Exchanges,Returns and Exchanges,1,Request,low,DOC-007
T39,V1_rag_open,llama3.2:3b,1,"Support for Enhancing Digital Campaign Engagement. Facing challenges with digital campaign engagement, despite recent efforts to adjust budgets and review analytics. The team feels that the current strategies might be outdated and need to align with current market trends. We would greatly appreciate your guidance on how to refresh our approach to improve engagement. Specifically, we would like recommendations and resources to help us better understand our audience and create more effective campaigns. We look forward to your assistance in resolving this issue. Thank you for your time and support.",Sales and Pre-Sales,Incident,low,DOC-008,DOC-006,DOC-006,1,"Queue: Product Support
Type: Problem
Priority: medium
Citations: DOC-006, DOC-004
Draft response: We appreciate your feedback on the challenges with digital campaign engagement. Our team has noticed a decline in engagement for our digital campaigns and is seeking guidance on how to refresh our approach to improve engagement. We would like to schedule a call to discuss your current strategies and target audience in more detail.",1.87,430,Product Support,Product Support,1,Problem,medium,"DOC-006, DOC-004"
T40,V1_rag_open,llama3.2:3b,1,"Features for Medium Enterprises. Hello Customer Support, <br>I'm writing to request information about the features of your project management software as it pertains to medium-sized enterprises. <br>Could you please elaborate on the tools and functionalities your platform provides for project planning, execution, and monitoring? <br>I am particularly interested in learning about customization options, integrations with other software, and reporting capabilities. <br>Additionally, I would like to know how your solution can assist medium-sized enterprises in streamlining their project management processes and enhancing team collaboration. <br>Along with this, any details you could provide on pricing, scalability, and customer support would be greatly appreciated. <br>I look forward to your response and am eager to learn more about your project management software. <br>Thank you for your assistance. <br>Sincerely, <br>[Your Name]",Sales and Pre-Sales,Request,medium,DOC-008,DOC-008,DOC-008,1,"Queue: Sales and Pre-Sales
Type: Request
Priority: medium
Citations: DOC-008, DOC-006
Draft response: Thank you for reaching out to us about the features of our project management software for medium-sized enterprises. Our platform includes a variety of tools and functionalities to support project planning, execution, and monitoring, such as customization options, integrations with other software, and reporting capabilities.",1.97,428,Sales and Pre-Sales,Sales and Pre-Sales,1,Request,medium,"DOC-008, DOC-006"
T41,V1_rag_open,llama3.2:3b,1,"Concern about Service Disruption. A service disruption has affected several software integrations, halting project management processes. This might be due to recent software updates or server issues. I've attempted to restart applications and clear cache, but the problem remains unresolved. I would greatly appreciate if you could address this urgently and provide a solution, along with an estimated time for resolution. Please inform me if there is any additional information needed to assist with the investigation.",Service Outages and Maintenance,Problem,low,DOC-009,DOC-009,DOC-009,1,"Queue: Service Outages and Maintenance
Type: Problem
Priority: medium
Citations: DOC-009
Draft response: We are investigating the service disruption. Please provide your account number and specific error messages to assist in resolving the issue.",1.24,246,Service Outages and Maintenance,Service Outages and Maintenance,1,Problem,medium,DOC-009
T42,V1_rag_open,llama3.2:3b,1,"Alert for Data Breach. Dear Support Team, We are contacting you to alert you about a data breach which was due to a human error. We believe that an employee might have accidentally disclosed confidential information. Despite our efforts to reboot the systems, the issue is still ongoing. We are actively working to resolve this situation and are committed to preventing such breaches in the future. We will keep you informed about the progress and value your patience and understanding. We are dedicated to protecting customer data and will implement all necessary measures to prevent such occurrences in the future.",Service Outages and Maintenance,Incident,high,DOC-009,DOC-009,DOC-009,1,"Queue: Service Outages and Maintenance
Type: Incident
Priority: high
Citations: DOC-009, DOC-010
Draft response: We are aware of the data breach and are actively working to resolve the issue. We will provide you with an update on the progress and appreciate your patience and understanding as we take necessary measures to prevent such occurrences in the future.",1.73,362,Service Outages and Maintenance,Service Outages and Maintenance,1,Incident,high,"DOC-009, DOC-010"
T43,V1_rag_open,llama3.2:3b,1,"Problem with Services. We have encountered service interruptions on several important tools, which have impacted our marketing efforts. These disruptions could be due to recent system updates or third-party issues. Despite restarting the systems and checking the operational status, we have not found a solution.",Service Outages and Maintenance,Incident,high,DOC-009,DOC-009,DOC-009,1,"Queue: Service Outages and Maintenance
Type: Incident
Priority: medium
Citations: DOC-009
Draft response: We have received your report of service interruptions on several important tools impacting your marketing efforts. Our team is investigating the cause of the issue and will provide an update on our progress. In the meantime, please contact us at <tel_num> to discuss potential solutions.",1.54,393,Service Outages and Maintenance,Service Outages and Maintenance,1,Incident,medium,DOC-009
T44,V1_rag_open,llama3.2:3b,1,"Problem with Server During Peak Hours. To Whom It May Concern, I hope this message finds you well. I am reaching out due to a server outage that happened during our busiest period. It might have been caused by a server overload. My team has tried to address the issue by restarting the servers and reviewing the logs, but the problem still exists. I kindly request your assistance in looking into this issue promptly and offering a solution to prevent similar occurrences in the future. The downtime has greatly affected our operations, and we urgently need to return to normal. Please let us know if there is any information you require from us to help investigate and resolve this matter. Thank you for your swift response. We are looking forward to hearing from you soon.",Service Outages and Maintenance,Incident,medium,DOC-009,DOC-009,DOC-009,1,"Queue: Service Outages and Maintenance
Type: Incident
Priority: medium
Citations: DOC-009
Draft response: Thank you for reaching out about the server outage during peak hours. We'll investigate the cause and work to resolve the issue as soon as possible to minimize the impact on your operations. Could you please provide more details about the server overload and the actions your team has taken so far?",1.95,404,Service Outages and Maintenance,Service Outages and Maintenance,1,Incident,medium,DOC-009
T45,V1_rag_open,llama3.2:3b,1,Investment Portfolio. I hope this message finds you well. I am interested in learning more about analytics tools that can be used to optimize my investment portfolio for the highest possible returns. Could you please share some information on this matter? It would be greatly appreciated if you could offer any recommendations or advice. Thank you for your time and support.,Service Outages and Maintenance,Request,high,DOC-009,DOC-002,DOC-007,0,"Queue: Returns and Exchanges
Type: Request
Priority: low
Citations: DOC-007
Draft response: Dear Customer, we appreciate your inquiry about analytics tools for optimizing investment portfolios. We will reach out to provide more information on the available tools and their features.",1.34,282,Returns and Exchanges,Returns and Exchanges,1,Request,low,DOC-007
T46,V1_rag_open,llama3.2:3b,1,Google Cloud Integration. I require assistance in connecting Google Cloud Platform with our current project management tools to improve scalability and performance. Could you offer some guidance on this?,Technical Support,Change,high,DOC-010,DOC-007,DOC-007,1,"Queue: Returns and Exchanges
Type: Request
Priority: high
Citations: DOC-007, DOC-005
Draft response: We can provide information on the integration options available for Google Cloud Platform's project management SaaS. Would you like to discuss the details and available options at your convenience?",1.41,299,Returns and Exchanges,Returns and Exchanges,1,Request,high,"DOC-007, DOC-005"
T47,V1_rag_open,llama3.2:3b,1,"Concerns Regarding Engagement Metric Reduction. Noticed a decline in brand engagement metrics. Recent modifications to our marketing strategies might be the reason. We have reviewed the updated campaigns and observed some positive changes, but further details are needed.",Technical Support,Problem,medium,DOC-010,DOC-008,DOC-008,1,"Queue: Sales and Pre-Sales
Type: Incident
Priority: medium
Citations: DOC-008, DOC-010
Draft response: We've reviewed your recent marketing strategy updates and observed some positive changes. To further assist, could you please provide more details on the specific changes made and any relevant performance reports?",1.43,316,Sales and Pre-Sales,Sales and Pre-Sales,1,Incident,medium,"DOC-008, DOC-010"
T48,V1_rag_open,llama3.2:3b,1,"Problem with Access to Medical Data. I am reporting a sudden lack of access to medical records. This issue could be due to recent software compatibility issues. I have already attempted to restart the systems and verify the settings, but the problem still exists. I would greatly appreciate your assistance in looking into this and providing a solution as soon as possible. Please inform me if you need any further details from me to resolve this issue.",Technical Support,Incident,medium,DOC-010,DOC-010,DOC-010,1,"Queue: Technical Support
Type: Problem
Priority: low
Citations: DOC-010
Draft response: We acknowledge the issue with access to medical data and will assist with troubleshooting. Please provide any error messages you are experiencing, and we will arrange a call to help resolve the problem.",1.51,290,Technical Support,Technical Support,1,Problem,low,DOC-010
T49,V1_rag_open,llama3.2:3b,1,Investment Projections Are Inexact. Investment projections are imprecise. The data analytics software seems to have a glitch. Restarted the Hub and Kubernetes.,Technical Support,Problem,low,DOC-010,DOC-003,DOC-002,0,"Queue: Customer Service
Type: Problem
Priority: medium
Citations: DOC-002, DOC-003
Draft response: Hello, thank you for reaching out about the inexact investment projections. Could you please provide more details about the data analytics software and any error messages you're seeing?",1.5,284,Customer Service,Customer Service,1,Problem,medium,"DOC-002, DOC-003"
T50,V1_rag_open,llama3.2:3b,1,Concerns About Securing Medical Data on WhatsApp Desktop. I am looking to inquire about measures that can be taken to secure medical data when using WhatsApp Desktop for healthcare-related communications. Could you provide detailed information on the security measures that can be implemented to protect sensitive information? I would greatly appreciate any guidance or best practices for using WhatsApp Desktop in a healthcare setting. Thank you for your assistance with this matter.,Technical Support,Request,medium,DOC-010,DOC-006,DOC-006,1,"Queue: Product Support
Type: Request
Priority: medium
Citations: DOC-006, DOC-002, DOC-010
Draft response: Dear [name], we can provide guidance on securing medical data on WhatsApp Desktop. Our security measures for WhatsApp Desktop include end-to-end encryption and secure authentication. We will provide a detailed response regarding the specific protocols and technologies we use to safeguard against cyber threats.",1.68,418,Product Support,Product Support,1,Request,medium,"DOC-006, DOC-002, DOC-010"
T1,V2_rag_constrained,llama3.2:3b,1,"Troubleshooting Financial Firm's Data Analytics Tools. The financial firm's data analytics tools are experiencing malfunctions, which might be due to compatibility issues with recent software updates. Reinstalling the affected applications and updating drivers resolved the issue previously. We require your assistance to identify and fix the problem.",Billing and Payments,Incident,medium,DOC-001,DOC-002,DOC-002,0,"Queue: Product Support
Type: Incident
Priority: high
Citations: DOC-006
Draft response: Thank you for reaching out about the malfunctions with your financial firm's data analytics tools. We'll need more information about the issue, including error messages and software versions, to help us investigate and potentially resolve the problem.",1.85,339,Product Support,Product Support,1,Incident,high,DOC-006
T2,V2_rag_constrained,llama3.2:3b,1,"Unanticipated Billing Variance in User Accounts. Noticed an unanticipated billing variance across multiple user accounts following a recent update. After reviewing account settings and reprocessing invoices, the discrepancies still exist. Assistance is required to resolve this issue.",Billing and Payments,Incident,medium,DOC-001,DOC-001,DOC-001,1,"Queue: Billing and Payments
Type: Incident
Priority: medium
Citations: DOC-001 | queue: Billing and Payments | type: Incident | priority: medium
Draft response: Dear customer, we have received your report of an unanticipated billing variance across multiple user accounts following a recent update. We will investigate this matter and contact you to discuss the next steps in resolving the issue.",1.95,396,Billing and Payments,Billing and Payments,1,Incident,medium,DOC-001 | queue: Billing and Payments | type: Incident | priority: medium
T3,V2_rag_constrained,llama3.2:3b,1,"Encountered Billing Discrepancies with SaaS. Noted billing discrepancies in SaaS, with recent overcharges. These issues might be linked to recent system updates or payment gateway problems. Recalculated invoices and verified payment configurations, but the problems still exist.",Billing and Payments,Incident,medium,DOC-001,DOC-001,DOC-001,1,"Queue: Billing and Payments
Type: Incident
Priority: high
Citations: DOC-001 | queue: Billing and Payments | type: Incident | priority: high
Draft response: We are investigating the billing discrepancies affecting your SaaS subscription. To better understand the issue, could you please provide details on the recent system updates or payment gateway problems you suspect may be causing the problem? Additionally, it would be helpful if you could confirm your account number and a convenient time for us to call at <tel_num> to discuss this matter further.",2.16,556,Billing and Payments,Billing and Payments,1,Incident,high,DOC-001 | queue: Billing and Payments | type: Incident | priority: high
T4,V2_rag_constrained,llama3.2:3b,1,"Unexpected Excessive Billing Errors This Month. Several subscriptions were overcharged at the same time due to a possible system glitch or synchronization issue. I have already contacted support and reviewed the invoices manually, but the problem remains unresolved. I would be grateful if you could look into this issue and provide a solution as soon as possible.",Billing and Payments,Incident,high,DOC-001,DOC-001,DOC-001,1,"Queue: Billing and Payments
Type: Problem
Priority: low
Citations: DOC-001 | queue: Billing and Payments | type: Problem | priority: low, DOC-001 | queue: Billing and Payments | type: Incident | priority: high
Draft response: We acknowledge your email regarding the unexpected excessive billing errors this month. We will review your account and work to resolve the issue as soon as possible. Please provide your account number and a copy of the relevant invoices so we can better understand the issue.",2.1,502,Billing and Payments,Billing and Payments,1,Problem,low,"DOC-001 | queue: Billing and Payments | type: Problem | priority: low, DOC-001 | queue: Billing and Payments | type: Incident | priority: high"
T5,V2_rag_constrained,llama3.2:3b,1,Concerns Regarding Subscription Billing Services. Facing issues with billing amounts,Billing and Payments,Problem,high,DOC-001,DOC-001,DOC-001,1,"Queue: Billing and Payments
Type: Problem
Priority: high
Citations: DOC-001 | queue: Billing and Payments | type: Problem | priority: high
Draft response: We noticed issues with your billing for your subscription services. Please review your account and contact us at <tel_num> to address these discrepancies.",1.42,309,Billing and Payments,Billing and Payments,1,Problem,high,DOC-001 | queue: Billing and Payments | type: Problem | priority: high
T6,V2_rag_constrained,llama3.2:3b,1,"Inquiry About ClickUp Integration Specifications. Seeking comprehensive information on integrating ClickUp for scalable SaaS project management. This would significantly aid in streamlining our workflow and enhancing productivity. Thank you for your assistance, and we look forward to your response soon.",Customer Service,Request,medium,DOC-002,DOC-006,DOC-006,0,"Queue: Product Support
Type: Request
Priority: medium
Citations: DOC-006, DOC-008
Draft response: Thank you for reaching out to us regarding your inquiry on ClickUp integration specifications. We'll be happy to provide you with comprehensive information on integrating ClickUp for scalable SaaS project management. Our team will review your request and get back to you soon.",1.91,374,Product Support,Product Support,1,Request,medium,"DOC-006, DOC-008"
T7,V2_rag_constrained,llama3.2:3b,1,Security Requirement. It is crucial to implement strengthened security measures to protect medical data in our hospital systems urgently. This will enhance overall safety.,Customer Service,Change,high,DOC-002,DOC-001,DOC-001,0,"Queue: Service Outages and Maintenance
Type: Change
Priority: high
Citations: DOC-009
Draft response: Thank you for bringing this to our attention. We will review and implement strengthened security measures to protect medical data in our hospital systems urgently, as per your request. We will keep you updated on the progress.",1.7,328,Service Outages and Maintenance,Service Outages and Maintenance,1,Change,high,DOC-009
T8,V2_rag_constrained,llama3.2:3b,1,"Guidance on ClickUp Adobe Photoshop CC 2021 Integration. Hello Customer Support, I am writing to seek integration guidelines for ClickUp and Adobe Photoshop CC 2021. Can you offer me detailed instructions or documentation on how to integrate these tools? My goal is to optimize my workflow and boost productivity. Particularly, I am interested in learning how to import and export files, as well as how to synchronize tasks and projects between the platforms. Any support or resources you can provide would be very helpful. Thank you for your time and help.",Customer Service,Request,medium,DOC-002,DOC-005,DOC-005,0,"Queue: IT Support
Type: Request
Priority: low
Citations: DOC-005, DOC-006
Draft response: Thank you for reaching out to our IT Support team regarding the integration of ClickUp and Adobe Photoshop CC 2021. We will review our current resources and provide you with detailed instructions or documentation on how to integrate these tools. We will also look into the possibility of adding this integration to our roadmap for future enhancements.",1.97,441,IT Support,IT Support,1,Request,low,"DOC-005, DOC-006"
T9,V2_rag_constrained,llama3.2:3b,1,Improve Customer Support. Seeking to enhance data analytics tools to improve investment optimization and decision-making for our firm. Upgrading these tools is essential for making informed decisions and staying competitive in the market. We believe this enhancement is crucial for our growth and success. We look forward to hearing back from you soon. Thank you for your time and assistance.,Customer Service,Change,low,DOC-002,DOC-006,DOC-006,0,"Queue: Product Support
Type: Change
Priority: high
Citations: DOC-006, DOC-001
Draft response: Thank you for reaching out to us about enhancing your data analytics tools. Our team is committed to providing solutions that meet your needs, and we're happy to discuss ways to improve investment optimization and decision-making for your firm.",1.85,339,Product Support,Product Support,1,Change,high,"DOC-006, DOC-001"
T10,V2_rag_constrained,llama3.2:3b,1,Safekeeping of Medical Data. Could you suggest security measures for safeguarding medical data stored on USB drives? Are there any specific encryption techniques or applications that should be employed to ensure the confidentiality of patient data?,Customer Service,Request,low,DOC-002,DOC-006,DOC-006,1,"Queue: Product Support
Type: Request
Priority: medium
Citations: DOC-006, DOC-007
Draft response: We can provide general information on securing medical data solutions. Our security measures encompass encryption, secure authentication, and regular updates to safeguard sensitive patient information on our devices and software.",1.55,327,Product Support,Product Support,1,Request,medium,"DOC-006, DOC-007"
T11,V2_rag_constrained,llama3.2:3b,1,Support for Data Integration. Improve the integration of data between IBM SPSS Statistics and SAP ERP to enhance investment analytics and predictive capabilities.,General Inquiry,Change,low,DOC-003,DOC-002,DOC-002,0,"Queue: Customer Service
Type: Request
Priority: medium
Citations: DOC-002, DOC-001
Draft response: We can provide guidance on improving the integration of data between IBM SPSS Statistics and SAP ERP to enhance investment analytics and predictive capabilities. We will also offer some case studies and examples to support your investment decisions. Please call <tel_num> for a detailed discussion.",1.74,397,Customer Service,Customer Service,1,Request,medium,"DOC-002, DOC-001"
T12,V2_rag_constrained,llama3.2:3b,1,Services in Data Analytics. Is it possible to receive data analytics services that optimize investment strategies? Thank you.,General Inquiry,Request,medium,DOC-003,DOC-001,DOC-001,0,"Queue: Customer Service
Type: Request
Priority: low
Citations: DOC-002, DOC-008
Draft response: Thank you for your inquiry regarding data analytics services. We use advanced tools and techniques to analyze market trends and predict investment outcomes. We would be happy to discuss the costs and provide case studies.",1.64,317,Customer Service,Customer Service,1,Request,low,"DOC-002, DOC-008"
T13,V2_rag_constrained,llama3.2:3b,1,"Support Request: Issue with Integrating SendGrid, GitHub, and Airtable. Greetings, I am encountering difficulties in setting up an automated workflow update system by integrating SendGrid and GitHub with Airtable. Could you please offer assistance with this problem?",General Inquiry,Change,low,DOC-003,DOC-010,DOC-010,0,"Queue: Technical Support
Type: Problem
Priority: low
Citations: DOC-010
Draft response: Thank you for reaching out about the issue with integrating SendGrid, GitHub, and Airtable. I'd be happy to help you troubleshoot the problem and provide guidance on setting up an automated workflow update system. Can you please provide more details about the specific difficulties you're experiencing?",1.93,390,Technical Support,Technical Support,1,Problem,low,DOC-010
T14,V2_rag_constrained,llama3.2:3b,1,Digital campaigns showing poor performance. Limited data analysis tools are currently utilized,General Inquiry,Problem,low,DOC-003,DOC-003,DOC-003,1,"Queue: General Inquiry
Type: Problem
Priority: low
Citations: DOC-003, DOC-002
Draft response: Thank you for reaching out about the poor performance of your digital campaigns. We'll examine your current data analysis tools and campaigns to identify areas for enhancement and suggest appropriate alternatives to boost performance.",1.61,329,General Inquiry,General Inquiry,1,Problem,low,"DOC-003, DOC-002"
T15,V2_rag_constrained,llama3.2:3b,1,"Investment Portfolio Optimization Report Issue. Hello Customer Support, I require assistance with a problem concerning my investment portfolio optimization report. It has not been generated, and I suspect this might be due to a data feed disruption or a system error. Despite restarting my system and verifying the data feeds, the issue remains unresolved. I kindly request that you investigate this matter and offer a solution at your earliest convenience. Please inform me if you require any further information from me to address this issue. Thank you for your attention and support. I am awaiting your response.",General Inquiry,Incident,low,DOC-003,DOC-010,DOC-010,1,"Queue: Technical Support
Type: Incident
Priority: high
Citations: DOC-010, DOC-003
Draft response: We regret the issue with your investment portfolio optimization report not being generated. We will investigate the matter and offer a solution at your earliest convenience. Please provide any additional information you can to help us troubleshoot the issue.",1.94,357,Technical Support,Technical Support,1,Incident,high,"DOC-010, DOC-003"
T16,V2_rag_constrained,llama3.2:3b,1,"Problem with Project Management Features. We are facing a significant issue with the project management features, impacting a large number of users across various platforms. The problem seems to have started after recent software updates, which may suggest potential compatibility issues. Despite attempts to troubleshoot, including clearing the cache, updating software versions, and running system checks, the issue remains unresolved. This is causing affected users difficulty in managing projects, which is impacting their productivity.",Human Resources,Incident,medium,DOC-004,DOC-007,DOC-007,0,"Queue: Returns and Exchanges
Type: Incident
Priority: medium
Citations: DOC-007, DOC-002, DOC-007, DOC-009
Draft response: We have received your report of issues with project management features and are investigating further to identify the root cause. Please provide specific error messages and detailed descriptions of the symptoms you are experiencing, as this will help us provide an accurate solution to your problem.",2.0,422,Returns and Exchanges,Returns and Exchanges,1,Incident,medium,"DOC-007, DOC-002, DOC-007, DOC-009"
T17,V2_rag_constrained,llama3.2:3b,1,Query on Gaming Product Digital Promotion Tactics. Could you furnish more information on digital strategies for promoting gaming products? Thank you!,Human Resources,Request,medium,DOC-004,DOC-002,DOC-002,0,"Queue: Sales and Pre-Sales
Type: Request
Priority: medium
Citations: DOC-008, DOC-007
Draft response: Thank you for reaching out to us about digital strategies for promoting gaming products. We'd be happy to provide you with information on methods used to boost online presence and engagement. Our digital team can offer insights on successful tactics and techniques used by brands similar to Microsoft Surface Pro 8.",1.78,417,Sales and Pre-Sales,Sales and Pre-Sales,1,Request,medium,"DOC-008, DOC-007"
T18,V2_rag_constrained,llama3.2:3b,1,Hospital Systems Security Breach Detected. security issue identified in hospital systems,Human Resources,Incident,high,DOC-004,DOC-010,DOC-010,0,"Queue: Technical Support
Type: Problem
Priority: high
Citations: DOC-010, DOC-006
Draft response: We have detected a security issue in your hospital systems and are taking immediate action to investigate and resolve the issue. Please provide information about the error messages encountered with the security issue, so we can schedule a call at your convenience to discuss this matter further.",1.65,393,Technical Support,Technical Support,1,Problem,high,"DOC-010, DOC-006"
T19,V2_rag_constrained,llama3.2:3b,1,"Concern Regarding Precision of QuickBooks Software. Recently encountered problems with the accuracy of QuickBooks, impacting financial reporting.",Human Resources,Incident,low,DOC-004,DOC-005,DOC-005,0,"Queue: IT Support
Type: Incident
Priority: medium
Citations: DOC-001, DOC-006
Draft response: We acknowledge the issue with the precision of QuickBooks software impacting financial reporting. We will investigate the root cause and provide an update shortly to mitigate any further disruptions.",1.4,293,IT Support,IT Support,1,Incident,medium,"DOC-001, DOC-006"
T20,V2_rag_constrained,llama3.2:3b,1,"Company Policies on Remote Work and Flexible Scheduling. I am reaching out to inquire about the company's policies regarding remote work and flexible scheduling, as a prospective employee. I am particularly interested in learning about the company's stance on work-life balance and flexibility. Could you provide me with information on the company's remote work and flexible scheduling policies, as well as any additional benefits that may be available? Additionally, I would be grateful if you could share how these policies are put into practice, including any criteria or responsibilities that employees need to fulfill to participate. Furthermore, I am curious to know if certain roles or departments are eligible for remote work or flexible scheduling. I am excited about the prospect of joining the company and believe that a thorough understanding of these policies will aid in my decision-making. Thank you for your time and assistance, and I look forward to a prompt response. Sincerely, [Your Name]",Human Resources,Request,low,DOC-004,DOC-004,DOC-004,1,"Queue: Human Resources
Type: Request
Priority: low
Citations: DOC-004
Draft response: Thank you for your interest in our company's policies regarding remote work and flexible scheduling. I've noted your request and will forward it to our HR department for review and implementation. You will be informed once the update is finalized.",1.84,333,Human Resources,Human Resources,1,Request,low,DOC-004
T21,V2_rag_constrained,llama3.2:3b,1,Request for Information on Securing Medical Data Services for Healthcare Providers. Could you provide detailed information on securing medical data services for healthcare providers to ensure the confidentiality and integrity of patient information? Your assistance would be greatly appreciated.,IT Support,Request,high,DOC-005,DOC-002,DOC-008,0,"Queue: Customer Service
Type: Request
Priority: high
Citations: DOC-002, DOC-008
Draft response: We appreciate your inquiry about securing medical data services for healthcare providers. Ensuring the confidentiality and integrity of patient information is of utmost importance, and we're happy to provide guidance on the practices and measures that can help achieve this.",1.72,371,Customer Service,Customer Service,1,Request,high,"DOC-002, DOC-008"
T22,V2_rag_constrained,llama3.2:3b,1,Enhancing Digital Marketing Tactics. Is it possible to offer insights on optimizing digital marketing strategies for our marketing agency? We are looking to enhance our online presence and reach a broader audience. Our team is exploring ways to effectively utilize the products at our disposal to achieve our goals. We would greatly appreciate any guidance or support in this matter.,IT Support,Request,high,DOC-005,DOC-006,DOC-006,0,"Queue: Customer Service
Type: Request
Priority: medium
Citations: DOC-002, DOC-002, DOC-008
Draft response: Thank you for reaching out to us regarding your digital marketing tactics. We'd be happy to provide guidance and support to help you optimize your strategies and enhance your online presence. Please allow us to review your request and schedule a call at your convenience.",1.83,379,Customer Service,Customer Service,1,Request,medium,"DOC-002, DOC-002, DOC-008"
T23,V2_rag_constrained,llama3.2:3b,1,"Request for Assistance with Security Incident. I need support in writing a report on a critical security incident. An unauthorized access incident occurred, which could have potentially exposed sensitive medical data and compromised hospital systems. The breach may have happened due to a configuration error in cloud services. I have already reinforced passwords and monitored access logs, but I successfully resolved the immediate issue and now urgently need assistance in containing and investigating the breach. Please provide guidance on the next steps and any additional information required to resolve this matter.",IT Support,Incident,high,DOC-005,DOC-001,DOC-001,0,"Queue: Billing and Payments
Type: Incident
Priority: medium
Citations: DOC-001, DOC-007
Draft response: Thank you for reporting the security incident. We will investigate the potential unauthorized access to medical data and review our systems for any configuration errors in cloud services.",1.8,291,Billing and Payments,Billing and Payments,1,Incident,medium,"DOC-001, DOC-007"
T24,V2_rag_constrained,llama3.2:3b,1,"Improvements. Hello, I need assistance in optimizing digital tools and refining marketing strategies. Could you please inform me about any available upgrades that could help enhance brand growth? I would greatly appreciate your help with this matter.",IT Support,Change,high,DOC-005,DOC-003,DOC-003,0,"Queue: General Inquiry
Type: Request
Priority: low
Citations: DOC-003, DOC-002
Draft response: Thank you for reaching out to us about optimizing digital tools and refining marketing strategies. We'd be happy to provide you with information and insights on methods to enhance brand growth. Please allow us to contact you at a later time to discuss these further.",1.75,361,General Inquiry,General Inquiry,1,Request,low,"DOC-003, DOC-002"
T25,V2_rag_constrained,llama3.2:3b,1,Data Protection. Seeking advice on data security measures for a hospital's Linux and Alteryx environment. Could offer some general guidance on this matter?,IT Support,Request,medium,DOC-005,DOC-007,DOC-007,1,"Queue: Returns and Exchanges
Type: Request
Priority: medium
Citations: DOC-007, DOC-009
Draft response: We appreciate your inquiry on data security measures for a hospital's Linux and Alteryx environment. Our past experience has shown that robust security measures are essential for protecting sensitive medical information, and we can provide guidance on implementing encryption methods, access controls, and data backup procedures to ensure confidentiality and integrity.",1.82,473,Returns and Exchanges,Returns and Exchanges,1,Request,medium,"DOC-007, DOC-009"
T26,V2_rag_constrained,llama3.2:3b,1,"Problem during campaign activation. Campaign launches have not been successful because of potential integration complications with Netgear Wi-Fi. Despite restarting the router and examining MongoDB connections, the problem remains unresolved.",Product Support,Incident,high,DOC-006,DOC-006,DOC-006,1,"Queue: Product Support
Type: Incident
Priority: low
Citations: DOC-006, DOC-010
Draft response: We are investigating the issue with your campaign activation. Please call <tel_num> at your convenience to troubleshoot and provide a solution. We will reach out to you with an update on the status of your campaign.",1.72,311,Product Support,Product Support,1,Incident,low,"DOC-006, DOC-010"
T27,V2_rag_constrained,llama3.2:3b,1,ClickUp Support Inquiry. The ClickUp integration has suddenly stopped working.,Product Support,Incident,medium,DOC-006,DOC-005,DOC-005,1,"Queue: IT Support
Type: Incident
Priority: medium
Citations: DOC-005, DOC-007
Draft response: We've received your report that the ClickUp integration has stopped working. Can you please provide more details about the issue, such as any error messages you've encountered?",1.63,270,IT Support,IT Support,1,Incident,medium,"DOC-005, DOC-007"
T28,V2_rag_constrained,llama3.2:3b,1,"Problem with Login in Mobile Application. I am currently facing difficulties in logging into my mobile application, which I suspect is due to the recent software update. Despite attempting to restart the application and clearing the cache, the issue has not been resolved. I kindly request you to look into this matter and provide a prompt solution. Please inform me if there are any specific actions I should take to address this problem. I am eager to receive your feedback and find a solution to my issue. Thank you for your time and assistance.",Product Support,Incident,low,DOC-006,DOC-007,DOC-007,0,"Queue: Returns and Exchanges
Type: Incident
Priority: medium
Citations: DOC-007, DOC-010
Draft response: I've reviewed your issue with the login problem in the mobile application, and I'd like to investigate further. Can you please provide more information about the error message you're receiving so I can assist you better?",1.65,325,Returns and Exchanges,Returns and Exchanges,1,Incident,medium,"DOC-007, DOC-010"
